"Var1","Var2","Var3","n","e","TF_fam","comploc_n","b","c","d","tfpercentage","pval","adj.p"
"ACO","mitochondrion","Whirly",0,"ACO_mitochondrion",1,214,214,1,747,0,1,1
"CSY","mitochondrion","Whirly",0,"CSY_mitochondrion",1,167,167,1,794,0,1,1
"FUM","mitochondrion","Whirly",0,"FUM_mitochondrion",1,46,46,1,915,0,1,1
"ICDH","mitochondrion","Whirly",0,"ICDH_mitochondrion",1,202,202,1,759,0,1,1
"MDH","mitochondrion","Whirly",0,"MDH_mitochondrion",1,149,149,1,812,0,1,1
"OGDH","mitochondrion","Whirly",0,"OGDH_mitochondrion",1,148,148,1,813,0,1,1
"PDH","mitochondrion","Whirly",1,"PDH_mitochondrion",1,471,470,0,491,0.212314225053079,0.48960498960499,1
"SCL","mitochondrion","Whirly",0,"SCL_mitochondrion",1,17,17,1,944,0,1,1
"SDH","mitochondrion","Whirly",0,"SDH_mitochondrion",1,375,375,1,586,0,1,1
"ACO","peroxisome","Whirly",0,"ACO_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"CSY","peroxisome","Whirly",0,"CSY_peroxisome",1,150,150,1,811,0,1,1
"FUM","peroxisome","Whirly",0,"FUM_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"ICDH","peroxisome","Whirly",0,"ICDH_peroxisome",1,70,70,1,891,0,1,1
"MDH","peroxisome","Whirly",0,"MDH_peroxisome",1,143,143,1,818,0,1,1
"OGDH","peroxisome","Whirly",0,"OGDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"PDH","peroxisome","Whirly",0,"PDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"SCL","peroxisome","Whirly",0,"SCL_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"SDH","peroxisome","Whirly",0,"SDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"ACO","plastid","Whirly",0,"ACO_plastid",1,NA,NA,1,NA,NA,NA,NA
"CSY","plastid","Whirly",0,"CSY_plastid",1,NA,NA,1,NA,NA,NA,NA
"FUM","plastid","Whirly",0,"FUM_plastid",1,NA,NA,1,NA,NA,NA,NA
"ICDH","plastid","Whirly",0,"ICDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"MDH","plastid","Whirly",0,"MDH_plastid",1,96,96,1,865,0,1,1
"OGDH","plastid","Whirly",0,"OGDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"PDH","plastid","Whirly",0,"PDH_plastid",1,330,330,1,631,0,1,1
"SCL","plastid","Whirly",0,"SCL_plastid",1,NA,NA,1,NA,NA,NA,NA
"SDH","plastid","Whirly",0,"SDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"ACO","cytosol","WRKY",3,"ACO_cytosol",38,65,62,35,862,4.61538461538462,0.48105498477125,1
"CSY","cytosol","WRKY",0,"CSY_cytosol",38,NA,NA,38,NA,NA,NA,NA
"FUM","cytosol","WRKY",0,"FUM_cytosol",38,39,39,38,885,0,1,1
"ICDH","cytosol","WRKY",4,"ICDH_cytosol",38,173,169,34,755,2.3121387283237,0.933230488896724,1
"MDH","cytosol","WRKY",3,"MDH_cytosol",38,215,212,35,712,1.3953488372093,0.995874325980321,1
"OGDH","cytosol","WRKY",0,"OGDH_cytosol",38,NA,NA,38,NA,NA,NA,NA
"PDH","cytosol","WRKY",0,"PDH_cytosol",38,NA,NA,38,NA,NA,NA,NA
"SCL","cytosol","WRKY",0,"SCL_cytosol",38,NA,NA,38,NA,NA,NA,NA
"SDH","cytosol","WRKY",0,"SDH_cytosol",38,NA,NA,38,NA,NA,NA,NA
"ACO","mitochondrion","WRKY",7,"ACO_mitochondrion",38,214,207,31,717,3.27102803738318,0.777254825068255,1
"CSY","mitochondrion","WRKY",1,"CSY_mitochondrion",38,167,166,37,758,0.598802395209581,0.999390951408055,1
"FUM","mitochondrion","WRKY",0,"FUM_mitochondrion",38,46,46,38,878,0,1,1
"ICDH","mitochondrion","WRKY",16,"ICDH_mitochondrion",38,202,186,22,738,7.92079207920792,0.00216609229590251,0.0996402456115153
"MDH","mitochondrion","WRKY",2,"MDH_mitochondrion",38,149,147,36,777,1.34228187919463,0.987927207972868,1
"OGDH","mitochondrion","WRKY",3,"OGDH_mitochondrion",38,148,145,35,779,2.02702702702703,0.948804766048802,1
"PDH","mitochondrion","WRKY",19,"PDH_mitochondrion",38,471,452,19,472,4.03397027600849,0.513411072658749,1
"SCL","mitochondrion","WRKY",1,"SCL_mitochondrion",38,17,16,37,908,5.88235294117647,0.498936880706481,1
"SDH","mitochondrion","WRKY",10,"SDH_mitochondrion",38,375,365,28,559,2.66666666666667,0.967162589594759,1
"ACO","peroxisome","WRKY",0,"ACO_peroxisome",38,NA,NA,38,NA,NA,NA,NA
"CSY","peroxisome","WRKY",2,"CSY_peroxisome",38,150,148,36,776,1.33333333333333,0.988410420061327,1
"FUM","peroxisome","WRKY",0,"FUM_peroxisome",38,NA,NA,38,NA,NA,NA,NA
"ICDH","peroxisome","WRKY",1,"ICDH_peroxisome",38,70,69,37,855,1.42857142857143,0.94659126086394,1
"MDH","peroxisome","WRKY",20,"MDH_peroxisome",38,143,123,18,801,13.986013986014,2.54727602573191e-08,1.22269249235132e-06
"OGDH","peroxisome","WRKY",0,"OGDH_peroxisome",38,NA,NA,38,NA,NA,NA,NA
"PDH","peroxisome","WRKY",0,"PDH_peroxisome",38,NA,NA,38,NA,NA,NA,NA
"SCL","peroxisome","WRKY",0,"SCL_peroxisome",38,NA,NA,38,NA,NA,NA,NA
"SDH","peroxisome","WRKY",0,"SDH_peroxisome",38,NA,NA,38,NA,NA,NA,NA
"ACO","plastid","WRKY",0,"ACO_plastid",38,NA,NA,38,NA,NA,NA,NA
"CSY","plastid","WRKY",0,"CSY_plastid",38,NA,NA,38,NA,NA,NA,NA
"FUM","plastid","WRKY",0,"FUM_plastid",38,NA,NA,38,NA,NA,NA,NA
"ICDH","plastid","WRKY",0,"ICDH_plastid",38,NA,NA,38,NA,NA,NA,NA
"MDH","plastid","WRKY",0,"MDH_plastid",38,96,96,38,828,0,1,1
"OGDH","plastid","WRKY",0,"OGDH_plastid",38,NA,NA,38,NA,NA,NA,NA
"PDH","plastid","WRKY",4,"PDH_plastid",38,330,326,34,598,1.21212121212121,0.999869869369058,1
"SCL","plastid","WRKY",0,"SCL_plastid",38,NA,NA,38,NA,NA,NA,NA
"SDH","plastid","WRKY",0,"SDH_plastid",38,NA,NA,38,NA,NA,NA,NA
"ACO","cytosol","ZF-HD",0,"ACO_cytosol",13,65,65,13,884,0,1,1
"CSY","cytosol","ZF-HD",0,"CSY_cytosol",13,NA,NA,13,NA,NA,NA,NA
"FUM","cytosol","ZF-HD",0,"FUM_cytosol",13,39,39,13,910,0,1,1
"ICDH","cytosol","ZF-HD",2,"ICDH_cytosol",13,173,171,11,778,1.15606936416185,0.709345539649789,1
"MDH","cytosol","ZF-HD",7,"MDH_cytosol",13,215,208,6,741,3.25581395348837,0.012582203783287,0.54103476268134
"OGDH","cytosol","ZF-HD",0,"OGDH_cytosol",13,NA,NA,13,NA,NA,NA,NA
"PDH","cytosol","ZF-HD",0,"PDH_cytosol",13,NA,NA,13,NA,NA,NA,NA
"SCL","cytosol","ZF-HD",0,"SCL_cytosol",13,NA,NA,13,NA,NA,NA,NA
"SDH","cytosol","ZF-HD",0,"SDH_cytosol",13,NA,NA,13,NA,NA,NA,NA
"ACO","mitochondrion","ZF-HD",1,"ACO_mitochondrion",13,214,213,12,736,0.467289719626168,0.96290890727988,1
"CSY","mitochondrion","ZF-HD",0,"CSY_mitochondrion",13,167,167,13,782,0,1,1
"FUM","mitochondrion","ZF-HD",0,"FUM_mitochondrion",13,46,46,13,903,0,1,1
"ICDH","mitochondrion","ZF-HD",1,"ICDH_mitochondrion",13,202,201,12,748,0.495049504950495,0.954307110511228,1
"MDH","mitochondrion","ZF-HD",7,"MDH_mitochondrion",13,149,142,6,807,4.69798657718121,0.00141350668341072,0.0621942940700716
"OGDH","mitochondrion","ZF-HD",0,"OGDH_mitochondrion",13,148,148,13,801,0,1,1
"PDH","mitochondrion","ZF-HD",10,"PDH_mitochondrion",13,471,461,3,488,2.12314225053079,0.0383264089932316,1
"SCL","mitochondrion","ZF-HD",0,"SCL_mitochondrion",13,17,17,13,932,0,1,1
"SDH","mitochondrion","ZF-HD",12,"SDH_mitochondrion",13,375,363,1,586,3.2,9.28967766931832e-05,0.0044590452812728
"ACO","peroxisome","ZF-HD",0,"ACO_peroxisome",13,NA,NA,13,NA,NA,NA,NA
"CSY","peroxisome","ZF-HD",4,"CSY_peroxisome",13,150,146,9,803,2.66666666666667,0.130217015418967,1
"FUM","peroxisome","ZF-HD",0,"FUM_peroxisome",13,NA,NA,13,NA,NA,NA,NA
"ICDH","peroxisome","ZF-HD",0,"ICDH_peroxisome",13,70,70,13,879,0,1,1
"MDH","peroxisome","ZF-HD",7,"MDH_peroxisome",13,143,136,6,813,4.89510489510489,0.00109377137517714,0.0503134832581483
"OGDH","peroxisome","ZF-HD",0,"OGDH_peroxisome",13,NA,NA,13,NA,NA,NA,NA
"PDH","peroxisome","ZF-HD",0,"PDH_peroxisome",13,NA,NA,13,NA,NA,NA,NA
"SCL","peroxisome","ZF-HD",0,"SCL_peroxisome",13,NA,NA,13,NA,NA,NA,NA
"SDH","peroxisome","ZF-HD",0,"SDH_peroxisome",13,NA,NA,13,NA,NA,NA,NA
"ACO","plastid","ZF-HD",0,"ACO_plastid",13,NA,NA,13,NA,NA,NA,NA
"CSY","plastid","ZF-HD",0,"CSY_plastid",13,NA,NA,13,NA,NA,NA,NA
"FUM","plastid","ZF-HD",0,"FUM_plastid",13,NA,NA,13,NA,NA,NA,NA
"ICDH","plastid","ZF-HD",0,"ICDH_plastid",13,NA,NA,13,NA,NA,NA,NA
"MDH","plastid","ZF-HD",0,"MDH_plastid",13,96,96,13,853,0,1,1
"OGDH","plastid","ZF-HD",0,"OGDH_plastid",13,NA,NA,13,NA,NA,NA,NA
"PDH","plastid","ZF-HD",7,"PDH_plastid",13,330,323,6,626,2.12121212121212,0.116638650898274,1
"SCL","plastid","ZF-HD",0,"SCL_plastid",13,NA,NA,13,NA,NA,NA,NA
"SDH","plastid","ZF-HD",0,"SDH_plastid",13,NA,NA,13,NA,NA,NA,NA
"ACO","cytosol","ZIM",0,"ACO_cytosol",1,65,65,1,896,0,1,1
"CSY","cytosol","ZIM",0,"CSY_cytosol",1,NA,NA,1,NA,NA,NA,NA
"FUM","cytosol","ZIM",0,"FUM_cytosol",1,39,39,1,922,0,1,1
"ICDH","cytosol","ZIM",0,"ICDH_cytosol",1,173,173,1,788,0,1,1
"MDH","cytosol","ZIM",0,"MDH_cytosol",1,215,215,1,746,0,1,1
"OGDH","cytosol","ZIM",0,"OGDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"PDH","cytosol","ZIM",0,"PDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"SCL","cytosol","ZIM",0,"SCL_cytosol",1,NA,NA,1,NA,NA,NA,NA
"SDH","cytosol","ZIM",0,"SDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"ACO","mitochondrion","ZIM",0,"ACO_mitochondrion",1,214,214,1,747,0,1,1
"CSY","mitochondrion","ZIM",0,"CSY_mitochondrion",1,167,167,1,794,0,1,1
"FUM","mitochondrion","ZIM",0,"FUM_mitochondrion",1,46,46,1,915,0,1,1
"ICDH","mitochondrion","ZIM",1,"ICDH_mitochondrion",1,202,201,0,760,0.495049504950495,0.20997920997921,1
"MDH","mitochondrion","ZIM",0,"MDH_mitochondrion",1,149,149,1,812,0,1,1
"OGDH","mitochondrion","ZIM",0,"OGDH_mitochondrion",1,148,148,1,813,0,1,1
"PDH","mitochondrion","ZIM",0,"PDH_mitochondrion",1,471,471,1,490,0,1,1
"SCL","mitochondrion","ZIM",0,"SCL_mitochondrion",1,17,17,1,944,0,1,1
"SDH","mitochondrion","ZIM",0,"SDH_mitochondrion",1,375,375,1,586,0,1,1
"ACO","peroxisome","ZIM",0,"ACO_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"CSY","peroxisome","ZIM",0,"CSY_peroxisome",1,150,150,1,811,0,1,1
"FUM","peroxisome","ZIM",0,"FUM_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"ICDH","peroxisome","ZIM",0,"ICDH_peroxisome",1,70,70,1,891,0,1,1
"MDH","peroxisome","ZIM",0,"MDH_peroxisome",1,143,143,1,818,0,1,1
"OGDH","peroxisome","ZIM",0,"OGDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"PDH","peroxisome","ZIM",0,"PDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"SCL","peroxisome","ZIM",0,"SCL_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"SDH","peroxisome","ZIM",0,"SDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"ACO","plastid","ZIM",0,"ACO_plastid",1,NA,NA,1,NA,NA,NA,NA
"CSY","plastid","ZIM",0,"CSY_plastid",1,NA,NA,1,NA,NA,NA,NA
"FUM","plastid","ZIM",0,"FUM_plastid",1,NA,NA,1,NA,NA,NA,NA
"ICDH","plastid","ZIM",0,"ICDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"MDH","plastid","ZIM",0,"MDH_plastid",1,96,96,1,865,0,1,1
"OGDH","plastid","ZIM",0,"OGDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"PDH","plastid","ZIM",0,"PDH_plastid",1,330,330,1,631,0,1,1
"SCL","plastid","ZIM",0,"SCL_plastid",1,NA,NA,1,NA,NA,NA,NA
"SDH","plastid","ZIM",0,"SDH_plastid",1,NA,NA,1,NA,NA,NA,NA
