"Var1","Var2","Var3","n","e","TF_fam","comploc_n","b","c","d","tfpercentage","pval","adj.p"
"MDH","mitochondrion","C2H2",14,"MDH_mitochondrion",71,149,135,57,756,9.39597315436242,0.194083676540837,1
"OGDH","mitochondrion","C2H2",9,"OGDH_mitochondrion",71,148,139,62,752,6.08108108108108,0.793161330789814,1
"PDH","mitochondrion","C2H2",39,"PDH_mitochondrion",71,471,432,32,459,8.28025477707006,0.178244666478408,1
"SCL","mitochondrion","C2H2",0,"SCL_mitochondrion",71,17,17,71,874,0,1,1
"SDH","mitochondrion","C2H2",21,"SDH_mitochondrion",71,375,354,50,537,5.6,0.966999889208822,1
"ACO","peroxisome","C2H2",0,"ACO_peroxisome",71,NA,NA,71,NA,NA,NA,NA
"CSY","peroxisome","C2H2",9,"CSY_peroxisome",71,150,141,62,750,6,0.806789403355531,1
"FUM","peroxisome","C2H2",0,"FUM_peroxisome",71,NA,NA,71,NA,NA,NA,NA
"ICDH","peroxisome","C2H2",6,"ICDH_peroxisome",71,70,64,65,827,8.57142857142857,0.414827404896954,1
"MDH","peroxisome","C2H2",6,"MDH_peroxisome",71,143,137,65,754,4.1958041958042,0.967783867209414,1
"OGDH","peroxisome","C2H2",0,"OGDH_peroxisome",71,NA,NA,71,NA,NA,NA,NA
"PDH","peroxisome","C2H2",0,"PDH_peroxisome",71,NA,NA,71,NA,NA,NA,NA
"SCL","peroxisome","C2H2",0,"SCL_peroxisome",71,NA,NA,71,NA,NA,NA,NA
"SDH","peroxisome","C2H2",0,"SDH_peroxisome",71,NA,NA,71,NA,NA,NA,NA
"ACO","plastid","C2H2",0,"ACO_plastid",71,NA,NA,71,NA,NA,NA,NA
"CSY","plastid","C2H2",0,"CSY_plastid",71,NA,NA,71,NA,NA,NA,NA
"FUM","plastid","C2H2",0,"FUM_plastid",71,NA,NA,71,NA,NA,NA,NA
"ICDH","plastid","C2H2",0,"ICDH_plastid",71,NA,NA,71,NA,NA,NA,NA
"MDH","plastid","C2H2",2,"MDH_plastid",71,96,94,69,797,2.08333333333333,0.995947212091708,1
"OGDH","plastid","C2H2",0,"OGDH_plastid",71,NA,NA,71,NA,NA,NA,NA
"PDH","plastid","C2H2",16,"PDH_plastid",71,330,314,55,577,4.84848484848485,0.991038626182281,1
"SCL","plastid","C2H2",0,"SCL_plastid",71,NA,NA,71,NA,NA,NA,NA
"SDH","plastid","C2H2",0,"SDH_plastid",71,NA,NA,71,NA,NA,NA,NA
"ACO","cytosol","C3H",2,"ACO_cytosol",22,65,63,20,877,3.07692307692308,0.445039915013854,1
"CSY","cytosol","C3H",0,"CSY_cytosol",22,NA,NA,22,NA,NA,NA,NA
"FUM","cytosol","C3H",4,"FUM_cytosol",22,39,35,18,905,10.2564102564103,0.00996798759196826,0.468495416822508
"ICDH","cytosol","C3H",6,"ICDH_cytosol",22,173,167,16,773,3.46820809248555,0.188517698308816,1
"MDH","cytosol","C3H",8,"MDH_cytosol",22,215,207,14,733,3.72093023255814,0.0947053618994561,1
"OGDH","cytosol","C3H",0,"OGDH_cytosol",22,NA,NA,22,NA,NA,NA,NA
"PDH","cytosol","C3H",0,"PDH_cytosol",22,NA,NA,22,NA,NA,NA,NA
"SCL","cytosol","C3H",0,"SCL_cytosol",22,NA,NA,22,NA,NA,NA,NA
"SDH","cytosol","C3H",0,"SDH_cytosol",22,NA,NA,22,NA,NA,NA,NA
"ACO","mitochondrion","C3H",7,"ACO_mitochondrion",22,214,207,15,733,3.27102803738318,0.198281751969351,1
"CSY","mitochondrion","C3H",1,"CSY_mitochondrion",22,167,166,21,774,0.598802395209581,0.985679724955892,1
"FUM","mitochondrion","C3H",4,"FUM_mitochondrion",22,46,42,18,898,8.69565217391304,0.0177753451051582,0.835441219942436
"ICDH","mitochondrion","C3H",7,"ICDH_mitochondrion",22,202,195,15,745,3.46534653465347,0.158755622359823,1
"MDH","mitochondrion","C3H",1,"MDH_mitochondrion",22,149,148,21,792,0.671140939597315,0.976410905573226,1
"OGDH","mitochondrion","C3H",1,"OGDH_mitochondrion",22,148,147,21,793,0.675675675675676,0.97575565295026,1
"PDH","mitochondrion","C3H",13,"PDH_mitochondrion",22,471,458,9,482,2.76008492569002,0.22809460628189,1
"SCL","mitochondrion","C3H",3,"SCL_mitochondrion",22,17,14,19,926,17.6470588235294,0.0057425700722038,0.269900793393579
"SDH","mitochondrion","C3H",10,"SDH_mitochondrion",22,375,365,12,575,2.66666666666667,0.337049042847357,1
"ACO","peroxisome","C3H",0,"ACO_peroxisome",22,NA,NA,22,NA,NA,NA,NA
"CSY","peroxisome","C3H",2,"CSY_peroxisome",22,150,148,20,792,1.33333333333333,0.881300141082496,1
"FUM","peroxisome","C3H",0,"FUM_peroxisome",22,NA,NA,22,NA,NA,NA,NA
"ICDH","peroxisome","C3H",1,"ICDH_peroxisome",22,70,69,21,871,1.42857142857143,0.813850251067677,1
"MDH","peroxisome","C3H",0,"MDH_peroxisome",22,143,143,22,797,0,1,1
"OGDH","peroxisome","C3H",0,"OGDH_peroxisome",22,NA,NA,22,NA,NA,NA,NA
"PDH","peroxisome","C3H",0,"PDH_peroxisome",22,NA,NA,22,NA,NA,NA,NA
"SCL","peroxisome","C3H",0,"SCL_peroxisome",22,NA,NA,22,NA,NA,NA,NA
"SDH","peroxisome","C3H",0,"SDH_peroxisome",22,NA,NA,22,NA,NA,NA,NA
"ACO","plastid","C3H",0,"ACO_plastid",22,NA,NA,22,NA,NA,NA,NA
"CSY","plastid","C3H",0,"CSY_plastid",22,NA,NA,22,NA,NA,NA,NA
"FUM","plastid","C3H",0,"FUM_plastid",22,NA,NA,22,NA,NA,NA,NA
"ICDH","plastid","C3H",0,"ICDH_plastid",22,NA,NA,22,NA,NA,NA,NA
"MDH","plastid","C3H",0,"MDH_plastid",22,96,96,22,844,0,1,1
"OGDH","plastid","C3H",0,"OGDH_plastid",22,NA,NA,22,NA,NA,NA,NA
"PDH","plastid","C3H",9,"PDH_plastid",22,330,321,13,619,2.72727272727273,0.326173620963688,1
"SCL","plastid","C3H",0,"SCL_plastid",22,NA,NA,22,NA,NA,NA,NA
"SDH","plastid","C3H",0,"SDH_plastid",22,NA,NA,22,NA,NA,NA,NA
"ACO","cytosol","CAMTA",0,"ACO_cytosol",1,65,65,1,896,0,1,1
"CSY","cytosol","CAMTA",0,"CSY_cytosol",1,NA,NA,1,NA,NA,NA,NA
"FUM","cytosol","CAMTA",0,"FUM_cytosol",1,39,39,1,922,0,1,1
"ICDH","cytosol","CAMTA",0,"ICDH_cytosol",1,173,173,1,788,0,1,1
"MDH","cytosol","CAMTA",0,"MDH_cytosol",1,215,215,1,746,0,1,1
"OGDH","cytosol","CAMTA",0,"OGDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"PDH","cytosol","CAMTA",0,"PDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"SCL","cytosol","CAMTA",0,"SCL_cytosol",1,NA,NA,1,NA,NA,NA,NA
"SDH","cytosol","CAMTA",0,"SDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"ACO","mitochondrion","CAMTA",0,"ACO_mitochondrion",1,214,214,1,747,0,1,1
"CSY","mitochondrion","CAMTA",0,"CSY_mitochondrion",1,167,167,1,794,0,1,1
"FUM","mitochondrion","CAMTA",0,"FUM_mitochondrion",1,46,46,1,915,0,1,1
"ICDH","mitochondrion","CAMTA",0,"ICDH_mitochondrion",1,202,202,1,759,0,1,1
"MDH","mitochondrion","CAMTA",0,"MDH_mitochondrion",1,149,149,1,812,0,1,1
"OGDH","mitochondrion","CAMTA",0,"OGDH_mitochondrion",1,148,148,1,813,0,1,1
"PDH","mitochondrion","CAMTA",0,"PDH_mitochondrion",1,471,471,1,490,0,1,1
"SCL","mitochondrion","CAMTA",0,"SCL_mitochondrion",1,17,17,1,944,0,1,1
"SDH","mitochondrion","CAMTA",1,"SDH_mitochondrion",1,375,374,0,587,0.266666666666667,0.38981288981289,1
"ACO","peroxisome","CAMTA",0,"ACO_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"CSY","peroxisome","CAMTA",0,"CSY_peroxisome",1,150,150,1,811,0,1,1
"FUM","peroxisome","CAMTA",0,"FUM_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"ICDH","peroxisome","CAMTA",0,"ICDH_peroxisome",1,70,70,1,891,0,1,1
"MDH","peroxisome","CAMTA",0,"MDH_peroxisome",1,143,143,1,818,0,1,1
"OGDH","peroxisome","CAMTA",0,"OGDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"PDH","peroxisome","CAMTA",0,"PDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"SCL","peroxisome","CAMTA",0,"SCL_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"SDH","peroxisome","CAMTA",0,"SDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"ACO","plastid","CAMTA",0,"ACO_plastid",1,NA,NA,1,NA,NA,NA,NA
"CSY","plastid","CAMTA",0,"CSY_plastid",1,NA,NA,1,NA,NA,NA,NA
"FUM","plastid","CAMTA",0,"FUM_plastid",1,NA,NA,1,NA,NA,NA,NA
"ICDH","plastid","CAMTA",0,"ICDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"MDH","plastid","CAMTA",0,"MDH_plastid",1,96,96,1,865,0,1,1
"OGDH","plastid","CAMTA",0,"OGDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"PDH","plastid","CAMTA",1,"PDH_plastid",1,330,329,0,632,0.303030303030303,0.343035343035343,1
"SCL","plastid","CAMTA",0,"SCL_plastid",1,NA,NA,1,NA,NA,NA,NA
"SDH","plastid","CAMTA",0,"SDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"ACO","cytosol","CCAAT-DR1",0,"ACO_cytosol",2,65,65,2,895,0,1,1
"CSY","cytosol","CCAAT-DR1",0,"CSY_cytosol",2,NA,NA,2,NA,NA,NA,NA
"FUM","cytosol","CCAAT-DR1",0,"FUM_cytosol",2,39,39,2,921,0,1,1
"ICDH","cytosol","CCAAT-DR1",0,"ICDH_cytosol",2,173,173,2,787,0,1,1
"MDH","cytosol","CCAAT-DR1",1,"MDH_cytosol",2,215,214,1,746,0.465116279069767,0.39721703613483,1
"OGDH","cytosol","CCAAT-DR1",0,"OGDH_cytosol",2,NA,NA,2,NA,NA,NA,NA
"PDH","cytosol","CCAAT-DR1",0,"PDH_cytosol",2,NA,NA,2,NA,NA,NA,NA
"SCL","cytosol","CCAAT-DR1",0,"SCL_cytosol",2,NA,NA,2,NA,NA,NA,NA
"SDH","cytosol","CCAAT-DR1",0,"SDH_cytosol",2,NA,NA,2,NA,NA,NA,NA
"ACO","mitochondrion","CCAAT-DR1",0,"ACO_mitochondrion",2,214,214,2,746,0,1,1
"CSY","mitochondrion","CCAAT-DR1",0,"CSY_mitochondrion",2,167,167,2,793,0,1,1
"FUM","mitochondrion","CCAAT-DR1",0,"FUM_mitochondrion",2,46,46,2,914,0,1,1
"ICDH","mitochondrion","CCAAT-DR1",1,"ICDH_mitochondrion",2,202,201,1,759,0.495049504950495,0.376039771461207,1
"MDH","mitochondrion","CCAAT-DR1",0,"MDH_mitochondrion",2,149,149,2,811,0,1,1
"OGDH","mitochondrion","CCAAT-DR1",0,"OGDH_mitochondrion",2,148,148,2,812,0,1,1
"PDH","mitochondrion","CCAAT-DR1",2,"PDH_mitochondrion",2,471,469,0,491,0.424628450106157,0.239453012605978,1
"SCL","mitochondrion","CCAAT-DR1",0,"SCL_mitochondrion",2,17,17,2,943,0,1,1
"SDH","mitochondrion","CCAAT-DR1",1,"SDH_mitochondrion",2,375,374,1,586,0.266666666666667,0.627919202320867,1
"ACO","peroxisome","CCAAT-DR1",0,"ACO_peroxisome",2,NA,NA,2,NA,NA,NA,NA
"CSY","peroxisome","CCAAT-DR1",1,"CSY_peroxisome",2,150,149,1,811,0.666666666666667,0.287674611295839,1
"FUM","peroxisome","CCAAT-DR1",0,"FUM_peroxisome",2,NA,NA,2,NA,NA,NA,NA
"ICDH","peroxisome","CCAAT-DR1",0,"ICDH_peroxisome",2,70,70,2,890,0,1,1
"MDH","peroxisome","CCAAT-DR1",1,"MDH_peroxisome",2,143,142,1,818,0.699300699300699,0.275332564614563,1
"OGDH","peroxisome","CCAAT-DR1",0,"OGDH_peroxisome",2,NA,NA,2,NA,NA,NA,NA
"PDH","peroxisome","CCAAT-DR1",0,"PDH_peroxisome",2,NA,NA,2,NA,NA,NA,NA
"SCL","peroxisome","CCAAT-DR1",0,"SCL_peroxisome",2,NA,NA,2,NA,NA,NA,NA
"SDH","peroxisome","CCAAT-DR1",0,"SDH_peroxisome",2,NA,NA,2,NA,NA,NA,NA
"ACO","plastid","CCAAT-DR1",0,"ACO_plastid",2,NA,NA,2,NA,NA,NA,NA
"CSY","plastid","CCAAT-DR1",0,"CSY_plastid",2,NA,NA,2,NA,NA,NA,NA
"FUM","plastid","CCAAT-DR1",0,"FUM_plastid",2,NA,NA,2,NA,NA,NA,NA
"ICDH","plastid","CCAAT-DR1",0,"ICDH_plastid",2,NA,NA,2,NA,NA,NA,NA
"MDH","plastid","CCAAT-DR1",0,"MDH_plastid",2,96,96,2,864,0,1,1
"OGDH","plastid","CCAAT-DR1",0,"OGDH_plastid",2,NA,NA,2,NA,NA,NA,NA
"PDH","plastid","CCAAT-DR1",0,"PDH_plastid",2,330,330,2,630,0,1,1
"SCL","plastid","CCAAT-DR1",0,"SCL_plastid",2,NA,NA,2,NA,NA,NA,NA
"SDH","plastid","CCAAT-DR1",0,"SDH_plastid",2,NA,NA,2,NA,NA,NA,NA
"ACO","cytosol","CCAAT-HAP2",0,"ACO_cytosol",3,65,65,3,894,0,1,1
"CSY","cytosol","CCAAT-HAP2",0,"CSY_cytosol",3,NA,NA,3,NA,NA,NA,NA
"FUM","cytosol","CCAAT-HAP2",0,"FUM_cytosol",3,39,39,3,920,0,1,1
"ICDH","cytosol","CCAAT-HAP2",0,"ICDH_cytosol",3,173,173,3,786,0,1,1
"MDH","cytosol","CCAAT-HAP2",0,"MDH_cytosol",3,215,215,3,744,0,1,1
"OGDH","cytosol","CCAAT-HAP2",0,"OGDH_cytosol",3,NA,NA,3,NA,NA,NA,NA
"PDH","cytosol","CCAAT-HAP2",0,"PDH_cytosol",3,NA,NA,3,NA,NA,NA,NA
"SCL","cytosol","CCAAT-HAP2",0,"SCL_cytosol",3,NA,NA,3,NA,NA,NA,NA
"SDH","cytosol","CCAAT-HAP2",0,"SDH_cytosol",3,NA,NA,3,NA,NA,NA,NA
"ACO","mitochondrion","CCAAT-HAP2",2,"ACO_mitochondrion",3,214,212,1,747,0.934579439252336,0.126139773408244,1
"CSY","mitochondrion","CCAAT-HAP2",1,"CSY_mitochondrion",3,167,166,2,793,0.598802395209581,0.435984387743623,1
"FUM","mitochondrion","CCAAT-HAP2",0,"FUM_mitochondrion",3,46,46,3,913,0,1,1
"ICDH","mitochondrion","CCAAT-HAP2",0,"ICDH_mitochondrion",3,202,202,3,757,0,1,1
"MDH","mitochondrion","CCAAT-HAP2",0,"MDH_mitochondrion",3,149,149,3,810,0,1,1
"OGDH","mitochondrion","CCAAT-HAP2",0,"OGDH_mitochondrion",3,148,148,3,811,0,1,1
"PDH","mitochondrion","CCAAT-HAP2",0,"PDH_mitochondrion",3,471,471,3,488,0,1,1
"SCL","mitochondrion","CCAAT-HAP2",0,"SCL_mitochondrion",3,17,17,3,942,0,1,1
"SDH","mitochondrion","CCAAT-HAP2",0,"SDH_mitochondrion",3,375,375,3,584,0,1,1
"ACO","peroxisome","CCAAT-HAP2",0,"ACO_peroxisome",3,NA,NA,3,NA,NA,NA,NA
"CSY","peroxisome","CCAAT-HAP2",0,"CSY_peroxisome",3,150,150,3,809,0,1,1
"FUM","peroxisome","CCAAT-HAP2",0,"FUM_peroxisome",3,NA,NA,3,NA,NA,NA,NA
"ICDH","peroxisome","CCAAT-HAP2",0,"ICDH_peroxisome",3,70,70,3,889,0,1,1
"MDH","peroxisome","CCAAT-HAP2",0,"MDH_peroxisome",3,143,143,3,816,0,1,1
"OGDH","peroxisome","CCAAT-HAP2",0,"OGDH_peroxisome",3,NA,NA,3,NA,NA,NA,NA
"PDH","peroxisome","CCAAT-HAP2",0,"PDH_peroxisome",3,NA,NA,3,NA,NA,NA,NA
"SCL","peroxisome","CCAAT-HAP2",0,"SCL_peroxisome",3,NA,NA,3,NA,NA,NA,NA
"SDH","peroxisome","CCAAT-HAP2",0,"SDH_peroxisome",3,NA,NA,3,NA,NA,NA,NA
"ACO","plastid","CCAAT-HAP2",0,"ACO_plastid",3,NA,NA,3,NA,NA,NA,NA
"CSY","plastid","CCAAT-HAP2",0,"CSY_plastid",3,NA,NA,3,NA,NA,NA,NA
"FUM","plastid","CCAAT-HAP2",0,"FUM_plastid",3,NA,NA,3,NA,NA,NA,NA
"ICDH","plastid","CCAAT-HAP2",0,"ICDH_plastid",3,NA,NA,3,NA,NA,NA,NA
"MDH","plastid","CCAAT-HAP2",0,"MDH_plastid",3,96,96,3,863,0,1,1
"OGDH","plastid","CCAAT-HAP2",0,"OGDH_plastid",3,NA,NA,3,NA,NA,NA,NA
"PDH","plastid","CCAAT-HAP2",0,"PDH_plastid",3,330,330,3,629,0,1,1
"SCL","plastid","CCAAT-HAP2",0,"SCL_plastid",3,NA,NA,3,NA,NA,NA,NA
"SDH","plastid","CCAAT-HAP2",0,"SDH_plastid",3,NA,NA,3,NA,NA,NA,NA
"ACO","cytosol","CCAAT-HAP3",0,"ACO_cytosol",4,65,65,4,893,0,1,1
"CSY","cytosol","CCAAT-HAP3",0,"CSY_cytosol",4,NA,NA,4,NA,NA,NA,NA
"FUM","cytosol","CCAAT-HAP3",0,"FUM_cytosol",4,39,39,4,919,0,1,1
"ICDH","cytosol","CCAAT-HAP3",0,"ICDH_cytosol",4,173,173,4,785,0,1,1
"MDH","cytosol","CCAAT-HAP3",0,"MDH_cytosol",4,215,215,4,743,0,1,1
"OGDH","cytosol","CCAAT-HAP3",0,"OGDH_cytosol",4,NA,NA,4,NA,NA,NA,NA
"PDH","cytosol","CCAAT-HAP3",0,"PDH_cytosol",4,NA,NA,4,NA,NA,NA,NA
"SCL","cytosol","CCAAT-HAP3",0,"SCL_cytosol",4,NA,NA,4,NA,NA,NA,NA
"SDH","cytosol","CCAAT-HAP3",0,"SDH_cytosol",4,NA,NA,4,NA,NA,NA,NA
"ACO","mitochondrion","CCAAT-HAP3",1,"ACO_mitochondrion",4,214,213,3,745,0.467289719626168,0.635137692862026,1
"CSY","mitochondrion","CCAAT-HAP3",1,"CSY_mitochondrion",4,167,166,3,792,0.598802395209581,0.534201913548435,1
"FUM","mitochondrion","CCAAT-HAP3",0,"FUM_mitochondrion",4,46,46,4,912,0,1,1
"ICDH","mitochondrion","CCAAT-HAP3",0,"ICDH_mitochondrion",4,202,202,4,756,0,1,1
"MDH","mitochondrion","CCAAT-HAP3",1,"MDH_mitochondrion",4,149,148,3,810,0.671140939597315,0.490476583438314,1
"OGDH","mitochondrion","CCAAT-HAP3",1,"OGDH_mitochondrion",4,148,147,3,811,0.675675675675676,0.487960418418256,1
"PDH","mitochondrion","CCAAT-HAP3",0,"PDH_mitochondrion",4,471,471,4,487,0,1,1
"SCL","mitochondrion","CCAAT-HAP3",0,"SCL_mitochondrion",4,17,17,4,941,0,1,1
"SDH","mitochondrion","CCAAT-HAP3",1,"SDH_mitochondrion",4,375,374,3,584,0.266666666666667,0.861924657065629,1
"ACO","peroxisome","CCAAT-HAP3",0,"ACO_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"CSY","peroxisome","CCAAT-HAP3",2,"CSY_peroxisome",4,150,148,2,810,1.33333333333333,0.116951421973658,1
"FUM","peroxisome","CCAAT-HAP3",0,"FUM_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"ICDH","peroxisome","CCAAT-HAP3",0,"ICDH_peroxisome",4,70,70,4,888,0,1,1
"MDH","peroxisome","CCAAT-HAP3",1,"MDH_peroxisome",4,143,142,3,816,0.699300699300699,0.475239519808741,1
"OGDH","peroxisome","CCAAT-HAP3",0,"OGDH_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"PDH","peroxisome","CCAAT-HAP3",0,"PDH_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"SCL","peroxisome","CCAAT-HAP3",0,"SCL_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"SDH","peroxisome","CCAAT-HAP3",0,"SDH_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"ACO","plastid","CCAAT-HAP3",0,"ACO_plastid",4,NA,NA,4,NA,NA,NA,NA
"CSY","plastid","CCAAT-HAP3",0,"CSY_plastid",4,NA,NA,4,NA,NA,NA,NA
"FUM","plastid","CCAAT-HAP3",0,"FUM_plastid",4,NA,NA,4,NA,NA,NA,NA
"ICDH","plastid","CCAAT-HAP3",0,"ICDH_plastid",4,NA,NA,4,NA,NA,NA,NA
"MDH","plastid","CCAAT-HAP3",0,"MDH_plastid",4,96,96,4,862,0,1,1
"OGDH","plastid","CCAAT-HAP3",0,"OGDH_plastid",4,NA,NA,4,NA,NA,NA,NA
"PDH","plastid","CCAAT-HAP3",0,"PDH_plastid",4,330,330,4,628,0,1,1
"SCL","plastid","CCAAT-HAP3",0,"SCL_plastid",4,NA,NA,4,NA,NA,NA,NA
"SDH","plastid","CCAAT-HAP3",0,"SDH_plastid",4,NA,NA,4,NA,NA,NA,NA
"ACO","cytosol","CCAAT-HAP5",1,"ACO_cytosol",7,65,64,6,891,1.53846153846154,0.388169130718746,1
"CSY","cytosol","CCAAT-HAP5",0,"CSY_cytosol",7,NA,NA,7,NA,NA,NA,NA
"FUM","cytosol","CCAAT-HAP5",0,"FUM_cytosol",7,39,39,7,916,0,1,1
"ICDH","cytosol","CCAAT-HAP5",0,"ICDH_cytosol",7,173,173,7,782,0,1,1
"MDH","cytosol","CCAAT-HAP5",0,"MDH_cytosol",7,215,215,7,740,0,1,1
"OGDH","cytosol","CCAAT-HAP5",0,"OGDH_cytosol",7,NA,NA,7,NA,NA,NA,NA
"PDH","cytosol","CCAAT-HAP5",0,"PDH_cytosol",7,NA,NA,7,NA,NA,NA,NA
"SCL","cytosol","CCAAT-HAP5",0,"SCL_cytosol",7,NA,NA,7,NA,NA,NA,NA
"SDH","cytosol","CCAAT-HAP5",0,"SDH_cytosol",7,NA,NA,7,NA,NA,NA,NA
"ACO","mitochondrion","CCAAT-HAP5",3,"ACO_mitochondrion",7,214,211,4,744,1.4018691588785,0.188060973944532,1
"CSY","mitochondrion","CCAAT-HAP5",0,"CSY_mitochondrion",7,167,167,7,788,0,1,1
"FUM","mitochondrion","CCAAT-HAP5",0,"FUM_mitochondrion",7,46,46,7,909,0,1,1
"ICDH","mitochondrion","CCAAT-HAP5",3,"ICDH_mitochondrion",7,202,199,4,756,1.48514851485149,0.164920927366769,1
"MDH","mitochondrion","CCAAT-HAP5",0,"MDH_mitochondrion",7,149,149,7,806,0,1,1
"OGDH","mitochondrion","CCAAT-HAP5",0,"OGDH_mitochondrion",7,148,148,7,807,0,1,1
"PDH","mitochondrion","CCAAT-HAP5",0,"PDH_mitochondrion",7,471,471,7,484,0,1,1
"SCL","mitochondrion","CCAAT-HAP5",0,"SCL_mitochondrion",7,17,17,7,938,0,1,1
"SDH","mitochondrion","CCAAT-HAP5",1,"SDH_mitochondrion",7,375,374,6,581,0.266666666666667,0.968943789393085,1
"ACO","peroxisome","CCAAT-HAP5",0,"ACO_peroxisome",7,NA,NA,7,NA,NA,NA,NA
"CSY","peroxisome","CCAAT-HAP5",0,"CSY_peroxisome",7,150,150,7,805,0,1,1
"FUM","peroxisome","CCAAT-HAP5",0,"FUM_peroxisome",7,NA,NA,7,NA,NA,NA,NA
"ICDH","peroxisome","CCAAT-HAP5",0,"ICDH_peroxisome",7,70,70,7,885,0,1,1
"MDH","peroxisome","CCAAT-HAP5",0,"MDH_peroxisome",7,143,143,7,812,0,1,1
"OGDH","peroxisome","CCAAT-HAP5",0,"OGDH_peroxisome",7,NA,NA,7,NA,NA,NA,NA
"PDH","peroxisome","CCAAT-HAP5",0,"PDH_peroxisome",7,NA,NA,7,NA,NA,NA,NA
"SCL","peroxisome","CCAAT-HAP5",0,"SCL_peroxisome",7,NA,NA,7,NA,NA,NA,NA
"SDH","peroxisome","CCAAT-HAP5",0,"SDH_peroxisome",7,NA,NA,7,NA,NA,NA,NA
"ACO","plastid","CCAAT-HAP5",0,"ACO_plastid",7,NA,NA,7,NA,NA,NA,NA
"CSY","plastid","CCAAT-HAP5",0,"CSY_plastid",7,NA,NA,7,NA,NA,NA,NA
"FUM","plastid","CCAAT-HAP5",0,"FUM_plastid",7,NA,NA,7,NA,NA,NA,NA
"ICDH","plastid","CCAAT-HAP5",0,"ICDH_plastid",7,NA,NA,7,NA,NA,NA,NA
"MDH","plastid","CCAAT-HAP5",0,"MDH_plastid",7,96,96,7,859,0,1,1
"OGDH","plastid","CCAAT-HAP5",0,"OGDH_plastid",7,NA,NA,7,NA,NA,NA,NA
"PDH","plastid","CCAAT-HAP5",0,"PDH_plastid",7,330,330,7,625,0,1,1
"SCL","plastid","CCAAT-HAP5",0,"SCL_plastid",7,NA,NA,7,NA,NA,NA,NA
"SDH","plastid","CCAAT-HAP5",0,"SDH_plastid",7,NA,NA,7,NA,NA,NA,NA
"ACO","cytosol","CPP",0,"ACO_cytosol",3,65,65,3,894,0,1,1
"CSY","cytosol","CPP",0,"CSY_cytosol",3,NA,NA,3,NA,NA,NA,NA
"FUM","cytosol","CPP",0,"FUM_cytosol",3,39,39,3,920,0,1,1
"ICDH","cytosol","CPP",2,"ICDH_cytosol",3,173,171,1,788,1.15606936416185,0.0850935172345162,1
"MDH","cytosol","CPP",0,"MDH_cytosol",3,215,215,3,744,0,1,1
"OGDH","cytosol","CPP",0,"OGDH_cytosol",3,NA,NA,3,NA,NA,NA,NA
"PDH","cytosol","CPP",0,"PDH_cytosol",3,NA,NA,3,NA,NA,NA,NA
"SCL","cytosol","CPP",0,"SCL_cytosol",3,NA,NA,3,NA,NA,NA,NA
"SDH","cytosol","CPP",0,"SDH_cytosol",3,NA,NA,3,NA,NA,NA,NA
"ACO","mitochondrion","CPP",0,"ACO_mitochondrion",3,214,214,3,745,0,1,1
"CSY","mitochondrion","CPP",1,"CSY_mitochondrion",3,167,166,2,793,0.598802395209581,0.435984387743623,1
"FUM","mitochondrion","CPP",0,"FUM_mitochondrion",3,46,46,3,913,0,1,1
"ICDH","mitochondrion","CPP",0,"ICDH_mitochondrion",3,202,202,3,757,0,1,1
"MDH","mitochondrion","CPP",1,"MDH_mitochondrion",3,149,148,2,811,0.671140939597315,0.396749436441164,1
"OGDH","mitochondrion","CPP",1,"OGDH_mitochondrion",3,148,147,2,812,0.675675675675676,0.394517930040823,1
"PDH","mitochondrion","CPP",2,"PDH_mitochondrion",3,471,469,1,490,0.424628450106157,0.484393490084177,1
"SCL","mitochondrion","CPP",0,"SCL_mitochondrion",3,17,17,3,942,0,1,1
"SDH","mitochondrion","CPP",1,"SDH_mitochondrion",3,375,374,2,585,0.266666666666667,0.773263263914279,1
"ACO","peroxisome","CPP",0,"ACO_peroxisome",3,NA,NA,3,NA,NA,NA,NA
"CSY","peroxisome","CPP",2,"CSY_peroxisome",3,150,148,1,811,1.33333333333333,0.065072927325789,1
"FUM","peroxisome","CPP",0,"FUM_peroxisome",3,NA,NA,3,NA,NA,NA,NA
"ICDH","peroxisome","CPP",0,"ICDH_peroxisome",3,70,70,3,889,0,1,1
"MDH","peroxisome","CPP",2,"MDH_peroxisome",3,143,141,1,818,1.3986013986014,0.0594420578226509,1
